,Full Title,ISSN,Product ID,Change History
2352,Soil and Tillage Research,0167-1987,05130,Incorporating Soil Technology
2353,Soils and Foundations,0038-0806,10093,
2354,Solar Energy,0038-092X,00329,
2355,Solar Energy Materials and Solar Cells,0927-0248,05315,Incorporating Solar Cells and Solar Energy Materials
2356,Solid Earth Sciences,2451-912X,18212,
2357,Solid State Communications,0038-1098,00230,
2358,Solid-State Electronics,0038-1101,00103,
2359,Solid State Electronics Letters,2589-2088,18423,
2360,Solid State Ionics,0167-2738,05240,
2361,Solid State Nuclear Magnetic Resonance,0926-2040,12878,
2362,Solid State Sciences,1293-2558,09067,Formerly known as European Journal of Solid State and Inorganic Chemistry; Incorporating International Journal of Inorganic Materials
2363,South African Journal of Botany,0254-6299,06067,
2364,South African Journal of Chemical Engineering,1026-9185,18259,
2365,Space Policy,0265-9646,03081,
2366,Space Research Today,1752-9298,00587,Formerly known as COSPAR Information Bulletin
2367,Spanish Journal of Legal Medicine,2445-4249,16436,
2368,Spatial and Spatio-temporal Epidemiology,1877-5845,05630,
2369,Spatial Statistics,2211-6753,10088,
2370,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,1386-1425,05184,Formerly known as Spectrochimica Acta Part A: Molecular Spectroscopy
2371,Spectrochimica Acta Part B: Atomic Spectroscopy,0584-8547,05185,Formerly part of Spectrochimica Acta
2372,Speech Communication,0167-6393,05316,
2373,The Spine Journal,1529-9430,07760,
2374,Sport Management Review,1441-3523,05612,
2375,Sports Medicine and Health Science,2666-3376,30280,
2376,Sports Orthopaedics and Traumatology,0949-328X,10055,
2377,SSM - Population Health,2352-8273,18128,
2378,Statistics & Probability Letters,0167-7152,05422,
2379,Stem Cell Reports,2213-6711,12126,
2380,Stem Cell Research,1873-5061,05503,
2381,Steroids,0039-128X,07764,
2382,Stochastic Processes and their Applications,0304-4149,05423,
2383,Structural Change and Economic Dynamics,0954-349X,05424,
2384,Structural Safety,0167-4730,05425,
2385,Structure,0969-2126,02218,Incorporating Folding and Design
2386,Structures,2352-0124,17739,
2387,Studies in Educational Evaluation,0191-491X,00497,
2388,Studies in History and Philosophy of Science Part A,0039-3681,00154,
2389,Studies in History and Philosophy of Science Part B: Studies in History and Philosophy of Modern Physics,1355-2198,00153,
2390,Studies in History and Philosophy of Science Part C: Studies in History and Philosophy of Biological and Biomedical Sciences,1369-8486,01023,
2391,Studies in Mycology,0166-0616,18073,
2392,Superlattices and Microstructures,0749-6036,12657,
2393,Surface and Coatings Technology,0257-8972,06035,Formerly known as Surface Technology
2394,Surface Science,0039-6028,05241,Incorporating Surface Science Letters
2395,Surface Science Reports,0167-5729,05243,
2396,Surfaces and Interfaces,2468-0230,18319,
2397,The Surgeon,1479-666X,05638,
2398,Surgery,0039-6060,13087,
2399,Surgery for Obesity and Related Diseases,1550-7289,13367,
2400,Surgery Open Science,2589-8450,18932,
2401,Surgery (Oxford),0263-9319,04260,
2402,Surgical Clinics of North America,0039-6109,13117,
2403,Surgical Oncology,0960-7404,02212,
2404,Surgical Oncology Clinics of North America,1055-3207,13323,
2405,Surgical Pathology Clinics,1875-9181,13435,
2406,Survey of Ophthalmology,0039-6257,07767,
2407,Sustainable Chemistry and Pharmacy,2352-5541,18096,
2408,Sustainable Cities and Society,2210-6707,12903,
2409,Sustainable Computing: Informatics and Systems,2210-5379,12935,
2410,"Sustainable Energy, Grids and Networks",2352-4677,18074,
2411,Sustainable Energy Technologies and Assessments,2213-1388,10125,
2412,Sustainable Futures,2666-1888,30238,
2413,Sustainable Materials and Technologies,2214-9937,17064,
2414,Sustainable Production and Consumption,2352-5509,18140,
2415,Swarm and Evolutionary Computation,2210-6502,08724,
2416,Synergy,2213-7130,10079,
2417,Synthetic Metals,0379-6779,06036,
2418,Synthetic and Systems Biotechnology,2405-805X,18215,
2419,System,0346-251X,00335,
2420,Systematic and Applied Microbiology,0723-2020,10022,"Formerly known as Zentralblatt für Bakteriologie Mikrobiologie und Hygiene: I. Abt. Originale C: Allgemeine, angewandte und ökologische Mikrobiologie"
2421,Systems & Control Letters,0167-6911,05427,
2422,Taiwanese Journal of Obstetrics and Gynecology,1028-4559,08587,
2423,Talanta,0039-9140,05187,
2424,Teaching and Learning in Nursing,1557-3087,13405,
2425,Teaching and Teacher Education,0742-051X,00224,
2426,Technical Innovations & Patient Support in Radiation Oncology,2405-6324,08191,
2427,Techniques in Gastrointestinal Endoscopy,1096-2883,13268,
2428,Techniques in Vascular and Interventional Radiology,1089-2516,13126,
2429,Technological Forecasting and Social Change,0040-1625,07771,Formerly known as Technological Forecasting
2430,Technology in Society,0160-791X,00384,
2431,Technovation,0166-4972,02109,
2432,Tectonophysics,0040-1951,05361,
2433,Telecommunications Policy,0308-5961,03083,
2434,Telematics and Informatics,0736-5853,00703,
2435,Tetrahedron,0040-4020,00942,
2436,Tetrahedron Letters,0040-4039,00233,
2437,Theoretical and Applied Fracture Mechanics,0167-8442,05245,
2438,Theoretical and Applied Mechanics Letters,2095-0349,18149,
2439,Theoretical Computer Science,0304-3975,05317,
2440,Theoretical Population Biology,0040-5809,12117,
2441,Thérapie,0040-5957,16415,
2442,Theriogenology,0093-691X,07774,
2443,Thermal Science and Engineering Progress,2451-9049,18308,
2444,Thermochimica Acta,0040-6031,05188,
2445,Thin Solid Films,0040-6090,06037,
2446,Thin-Walled Structures,0263-8231,02057,
2447,Thinking Skills and Creativity,1871-1871,04240,
2448,Thoracic Surgery Clinics,1547-4127,13052,Formerly known as Chest Surgery Clinics of North America
2449,Thrombosis Research,0049-3848,00369,
2450,Ticks and Tick-borne Diseases,1877-959X,10065,
2451,Tissue and Cell,0040-8166,12722,
2452,Topics in Companion Animal Medicine,1938-9736,13039,Formerly known as Clinical Techniques in Small Animal Practice
2453,Topology and its Applications,0166-8641,05319,Formerly known as General Topology and its Applications
2454,Tourism Management,0261-5177,03084,Formerly known as International Journal of Tourism Management
2455,Tourism Management Perspectives,2211-9736,12984,
2456,Toxicologie Analytique et Clinique,2352-0078,16825,
2457,Toxicology,0300-483X,08056,
2458,Toxicology and Applied Pharmacology,0041-008X,12116,
2459,Toxicology Letters,0378-4274,08057,
2460,Toxicology Reports,2214-7500,13466,
2461,Toxicology in Vitro,0887-2333,00800,
2462,Toxicon,0041-0101,00259,
2463,Toxicon: X,2590-1710,18474,
2464,TrAC Trends in Analytical Chemistry,0165-9936,05189,
2465,Transactions of Nonferrous Metals Society of China,1003-6326,04253,
2466,Transfusion and Apheresis Science,1473-0502,00864,Formerly known as Transfusion Science
2467,Transfusion Clinique et Biologique,1246-7820,09068,Formerly known as Revue Française de Transfusion et d'Hémobiologie
2468,Transfusion Medicine Reviews,0887-7963,13325,
2469,Translational Medicine of Aging,2468-5011,18373,
2470,Translational Metabolic Syndrome Research,2588-9303,18418,
2471,Translational Oncology,1936-5233,14194,
2472,Translational Research,1931-5244,13243,Formerly known as Journal of Laboratory and Clinical Medicine
2473,Translational Research in Anatomy,2214-854X,10517,
2474,Transplant Immunology,0966-3274,05560,
2475,Transplantation Proceedings,0041-1345,07002,
2476,Transplantation Reports,2451-9596,18852,
2477,Transplantation Reviews,0955-470X,13125,
2478,Transport Policy,0967-070X,03085,
2479,Transportation Engineering,2666-691X,30417,
2480,Transportation Geotechnics,2214-3912,17026,
2481,Transportation Research Interdisciplinary Perspectives,2590-1982,30095,
2482,Transportation Research Part A: Policy and Practice,0965-8564,00547,Formerly known as Transportation Research Part A: General
2483,Transportation Research Part B: Methodological,0191-2615,00548,Formerly part of Transportation Research
2484,Transportation Research Part C: Emerging Technologies,0968-090X,00130,
2485,Transportation Research Part D: Transport and Environment,1361-9209,00171,
2486,Transportation Research Part E: Logistics and Transportation Review,1366-5545,01012,
2487,Transportation Research Part F: Traffic Psychology and Behaviour,1369-8478,01022,
2488,Transportation Research Procedia,2352-1465,17736,
2489,Trauma Case Reports,2352-6440,18090,
2490,Travel Behaviour and Society,2214-367X,17029,
2491,Travel Medicine and Infectious Disease,1477-8939,04052,
2492,Trends in Anaesthesia and Critical Care,2210-8440,12728,Formerly known as Current Anaesthesia & Critical Care
2493,Trends in Biochemical Sciences,0968-0004,02115,
2494,Trends in Biotechnology,0167-7799,02119,
2495,Trends in Cancer,2405-8033,18835,
2496,Trends in Cardiovascular Medicine,1050-1738,07770,
2497,Trends in Cell Biology,0962-8924,02123,
2498,Trends in Chemistry,2589-5974,18929,
2499,Trends in Cognitive Sciences,1364-6613,02201,
2500,Trends in Ecology & Evolution,0169-5347,02122,
2501,Trends in Endocrinology & Metabolism,1043-2760,07769,
2502,Trends in Environmental Analytical Chemistry,2214-1588,17016,
2503,Trends in Food Science & Technology,0924-2244,02124,
2504,Trends in Genetics,0168-9525,02120,
2505,Trends in Immunology,1471-4906,02118,Formerly known as Immunology Today
2506,Trends in Microbiology,0966-842X,02125,
2507,Trends in Molecular Medicine,1471-4914,02161,Formerly known as Molecular Medicine Today
2508,Trends in Neuroscience and Education,2211-9493,10077,
2509,Trends in Neurosciences,0166-2236,02116,
2510,Trends in Parasitology,1471-4922,02121,Formerly known as Parasitology Today
2511,Trends in Pharmacological Sciences,0165-6147,02117,
2512,Trends in Plant Science,1360-1385,02169,
2513,Tribology International,0301-679X,03086,Formerly known as Tribology
2514,Tropical Cyclone Research and Review,2225-6032,18430,
2515,Tuberculosis,1472-9792,12723,Formerly known as Tubercle and Lung Disease
2516,Tunnelling and Underground Space Technology,0886-7798,00799,
2517,Ultramicroscopy,0304-3991,05246,
2518,Ultrasonics,0041-624X,05247,
2519,Ultrasonics Sonochemistry,1350-4177,05248,
2520,Ultrasound in Medicine & Biology,0301-5629,07554,
2521,Underground Space,2467-9674,18235,
2522,Urban Climate,2212-0955,08819,
2523,Urban Forestry & Urban Greening,1618-8667,10015,
2524,Urologic Clinics of North America,0094-0143,13130,
2525,Urologic Oncology: Seminars and Original Investigations,1078-1439,13326,
2526,Urology,0090-4295,07584,
2527,Urology Case Reports,2214-4420,14156,
2528,Urology Video Journal,2590-0897,30059,
2529,Utilities Policy,0957-1787,03090,
2530,Vaccine,0264-410X,03094,
2531,Vaccine: X,2590-1362,18469,
2532,Vacunas,1576-9887,15712,
2533,Vacunas (English Edition),2445-1460,16434,
2534,Vacuum,0042-207X,00357,
2535,Value in Health,1098-3015,12934,
2536,Value in Health Regional Issues,2212-1099,14112,
2537,Vascular Pharmacology,1537-1891,07532,Formerly known as General Pharmacology: The Vascular System
2538,Vehicular Communications,2214-2096,14153,
2539,Veterinary Anaesthesia and Analgesia,1467-2987,18377,Formerly known as Journal of Veterinary Anaesthesia
2540,Veterinary and Animal Science,2451-943X,18258,
2541,Veterinary Clinics of North America: Equine Practice,0749-0739,13006,Formerly part of Veterinary Clinics of North America: Large Animal Practice
2542,Veterinary Clinics of North America: Exotic Animal Practice,1094-9194,13008,
2543,Veterinary Clinics of North America: Food Animal Practice,0749-0720,13009,Formerly part of Veterinary Clinics of North America: Large Animal Practice
2544,Veterinary Clinics of North America: Small Animal Practice,0195-5616,13041,Formerly part of Veterinary Clinics of North America
2545,Veterinary Immunology and Immunopathology,0165-2427,05133,
2546,The Veterinary Journal,1090-0233,12603,Formerly known as British Veterinary Journal
2547,Veterinary Microbiology,0378-1135,05134,
2548,Veterinary Parasitology,0304-4017,05135,
2549,Veterinary Parasitology: Regional Studies and Reports,2405-9390,18250,
2550,Veterinary Parasitology: X,2590-1389,18465,
2551,Vibrational Spectroscopy,0924-2031,05190,
2552,VideoGIE,2468-4481,18886,
2553,Virology,0042-6822,12119,
2554,Virtual Reality & Intelligent Hardware,2096-5796,30209,
2555,Virus Research,0168-1702,05082,
2556,Vision Research,0042-6989,00263,
2557,Visual Informatics,2468-502X,18375,
2558,Visual Journal of Emergency Medicine,2405-4690,18837,
2559,Waste Management,0956-053X,00404,Formerly known as Nuclear and Chemical Waste Management
2560,Water-Energy Nexus,2588-9125,18415,
2561,Water Research,0043-1354,00309,
2562,Water Research X,2589-9147,18447,
2563,Water Resources and Economics,2212-4284,10095,
2564,Water Resources and Industry,2212-3717,10094,
2565,Water Science and Engineering,1674-2370,18175,
2566,Water Security,2468-3124,18344,
2567,Watershed Ecology and the Environment,2589-4714,18437,
2568,Wave Motion,0165-2125,05250,
2569,Wear,0043-1648,06038,
2570,Weather and Climate Extremes,2212-0947,10153,
2571,Wilderness & Environmental Medicine,1080-6032,13454,Formerly known as Journal of Wilderness Medicine
2572,Wine Economics and Policy,2212-9774,10122,
2573,Women and Birth,1871-5192,04262,Formerly known as Australian Midwifery
2574,Women's Health Issues,1049-3867,07779,
2575,Women's Studies International Forum,0277-5395,00361,Formerly known as Women's Studies International Quarterly
2576,World Allergy Organization Journal,1939-4551,30081,
2577,World Development,0305-750X,00386,
2578,World Development Perspectives,2452-2929,18291,
2579,World Journal of Acupuncture - Moxibustion,1003-5257,10105,
2580,World Journal of Otorhinolaryngology-Head and Neck Surgery,2095-8811,18177,
2581,World Neurosurgery,1878-8750,07765,Formerly known as Surgical Neurology
2582,World Neurosurgery: X,2590-1397,18947,
2583,World Patent Information,0172-2190,00654,
2584,World Pumps,0262-1762,02113,
2585,Wound Medicine ,2213-9095,10513,
2586,"Zeitschrift für Evidenz, Fortbildung und Qualität im Gesundheitswesen",1865-9217,10056,Formerly known as Zeitschrift für ärztliche Fortbildung und Qualität im Gesundheitswesen
2587,Zeitschrift für Medizinische Physik,0939-3889,10057,
2588,Zoologischer Anzeiger,0044-5231,10016,
2589,Zoology,0944-2006,10003,
